6.351878778602548792e-03;6.351878778602548792e-03;7.747584706645823660e-01;7.747584706645823660e-01
6.351878778602548792e-03;6.351878778602548792e-03;7.748133117625012334e-01;7.748133117625012334e-01
6.351878778602548792e-03;6.351878778602548792e-03;7.748772930434064676e-01;7.748772930434064676e-01
6.351878778602548792e-03;6.351878778602548792e-03;7.749321341413254460e-01;7.749321341413254460e-01
6.351878778602548792e-03;6.351878778602548792e-03;7.749321341413253350e-01;7.749321341413253350e-01
6.351878778602548792e-03;6.351878778602548792e-03;7.750326761541764808e-01;7.750326761541764808e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.745848071878399521e-01;7.745848071878399521e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.744111437110969831e-01;7.744111437110969831e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.746944893836773538e-01;7.746944893836773538e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.753525825587028741e-01;7.753525825587028741e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.757364702441341686e-01;7.757364702441341686e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.758644328059447481e-01;7.758644328059447481e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.755171058524589212e-01;7.755171058524589212e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.750875172520953482e-01;7.750875172520953482e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.749869752392442024e-01;7.749869752392442024e-01
6.504936098568725455e-03;6.504936098568725455e-03;7.746396482857583754e-01;7.746396482857583754e-01
6.275350118619460460e-03;6.275350118619460460e-03;7.743563026131782268e-01;7.743563026131782268e-01
6.275350118619460460e-03;6.275350118619460460e-03;7.747219099326366765e-01;7.747219099326366765e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.748224519454879333e-01;7.748224519454879333e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.748315921284741892e-01;7.748315921284741892e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.750235359711902250e-01;7.750235359711902250e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.750326761541764808e-01;7.750326761541764808e-01
6.122292798653061752e-03;6.122292798653061752e-03;7.749504145072986239e-01;7.749504145072986239e-01
5.790668605392641950e-03;5.790668605392641950e-03;7.749869752392442024e-01;7.749869752392442024e-01
5.841687712048108765e-03;5.841687712048108765e-03;7.747219099326367875e-01;7.747219099326367875e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.745025455409614290e-01;7.745025455409614290e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.742740409663001477e-01;7.742740409663001477e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.739175738298279539e-01;7.739175738298279539e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.739632747447601213e-01;7.739632747447601213e-01
