5.739649498737176003e-03;5.739649498737176003e-03;7.743837231621375494e-01;7.743837231621375494e-01
5.739649498737176003e-03;5.739649498737176003e-03;7.747401902986096323e-01;7.747401902986096323e-01
5.892706818703574712e-03;5.892706818703574712e-03;7.748864332263930566e-01;7.748864332263930566e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.747219099326364544e-01;7.747219099326364544e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.741003774895568457e-01;7.741003774895568457e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.737713309020447516e-01;7.737713309020447516e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.738810130978820423e-01;7.738810130978820423e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.736159477912747384e-01;7.736159477912747384e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.741552185874760461e-01;7.741552185874760461e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.744020035281105052e-01;7.744020035281105052e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.744020035281103942e-01;7.744020035281103942e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.743837231621374384e-01;7.743837231621374384e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.742374802343542362e-01;7.742374802343542362e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.738078916339906632e-01;7.738078916339906632e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.735154057784235926e-01;7.735154057784235926e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.733326021186944788e-01;7.733326021186944788e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.737347701700986180e-01;7.737347701700986180e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.741369382215030903e-01;7.741369382215030903e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.744385642600563058e-01;7.744385642600563058e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.745391062729073406e-01;7.745391062729073406e-01
6.224331011963994513e-03;6.224331011963994513e-03;7.748864332263929455e-01;7.748864332263929455e-01
6.173311905308527699e-03;6.173311905308527699e-03;7.749412743243119239e-01;7.749412743243119239e-01
6.275350118619460460e-03;6.275350118619460460e-03;7.750875172520953482e-01;7.750875172520953482e-01
6.275350118619460460e-03;6.275350118619460460e-03;7.752977414607838957e-01;7.752977414607838957e-01
6.173311905308527699e-03;6.173311905308527699e-03;7.752246199968922946e-01;7.752246199968922946e-01
6.173311905308527699e-03;6.173311905308527699e-03;7.755628067673915327e-01;7.755628067673915327e-01
6.173311905308527699e-03;6.173311905308527699e-03;7.759192739038636155e-01;7.759192739038636155e-01
6.173311905308527699e-03;6.173311905308527699e-03;7.758735729889311150e-01;7.758735729889311150e-01
6.173311905308527699e-03;6.173311905308527699e-03;7.753068816437704847e-01;7.753068816437704847e-01
6.275350118619460460e-03;6.275350118619460460e-03;7.751423583500139936e-01;7.751423583500139936e-01
6.275350118619460460e-03;6.275350118619460460e-03;7.751149378010547819e-01;7.751149378010547819e-01
